sale_id,order_id,order_date,customer_id,product_id,quantity,unit_price,discount,total_amount
1403,460,2024-06-21,650,232,2,652.15,0.09,1186.91
1404,460,2024-06-21,650,440,4,807.72,0.08,2972.41
1405,460,2024-06-21,650,469,2,711.25,0.07,1322.92
1406,461,2023-06-20,2553,35,2,313.64,0.26,464.19
1407,461,2023-06-20,2553,318,1,451.94,0.17,375.11
1408,461,2023-06-20,2553,401,2,337.11,0.09,613.54
1409,461,2023-06-20,2553,241,4,271.59,0.27,793.04
1410,461,2023-06-20,2553,121,1,679.84,0.24,516.68
1411,462,2024-09-09,1601,35,1,313.64,0.08,288.55
1412,463,2024-06-30,1465,399,4,598.68,0.17,1987.62
1413,464,2023-07-03,3023,274,2,326.64,0.07,607.55
1414,464,2023-07-03,3023,5,3,516.41,0.26,1146.43
1415,465,2024-06-09,2231,257,5,66.29,0.27,241.96
1416,466,2023-05-19,3227,25,4,195.22,0.05,741.84
1417,466,2023-05-19,3227,68,2,61.48,0.26,90.99
1418,467,2024-08-10,3009,237,2,501.28,0.14,862.2
1419,467,2024-08-10,3009,364,1,91.14,0.21,72.0
1420,467,2024-08-10,3009,83,5,439.13,0.23,1690.65
1421,468,2024-01-22,550,1,3,162.14,0.14,418.32
1422,468,2024-01-22,550,410,4,126.52,0.2,404.86
1423,469,2024-07-17,3236,372,4,21.02,0.27,61.38
1424,469,2024-07-17,3236,239,5,179.65,0.11,799.44
1425,469,2024-07-17,3236,311,5,500.13,0.22,1950.51
1426,469,2024-07-17,3236,384,4,686.2,0.23,2113.5
1427,469,2024-07-17,3236,269,4,586.16,0.05,2227.41
1428,470,2023-05-10,4094,106,1,121.74,0.18,99.83
1429,471,2023-11-02,3011,310,4,613.99,0.11,2185.8
1430,472,2024-01-18,2454,162,4,183.33,0.06,689.32
1431,473,2023-08-09,132,397,2,773.23,0.13,1345.42
1432,473,2023-08-09,132,303,2,228.4,0.19,370.01
1433,473,2023-08-09,132,155,4,150.2,0.07,558.74
1434,473,2023-08-09,132,9,2,226.36,0.27,330.49
1435,474,2024-05-13,2072,239,4,179.65,0.11,639.55
1436,474,2024-05-13,2072,105,4,592.11,0.04,2273.7
1437,474,2024-05-13,2072,492,1,520.26,0.07,483.84
1438,474,2024-05-13,2072,75,1,271.36,0.09,246.94
1439,475,2023-12-25,436,466,4,691.84,0.27,2020.17
1440,475,2023-12-25,436,447,4,316.67,0.02,1241.35
1441,475,2023-12-25,436,151,3,38.2,0.25,85.95
1442,475,2023-12-25,436,283,4,665.5,0.01,2635.38
1443,476,2023-03-11,3928,170,2,336.65,0.09,612.7
1444,476,2023-03-11,3928,260,2,597.27,0.0,1194.54
1445,476,2023-03-11,3928,52,2,930.72,0.22,1451.92
1446,477,2023-10-04,4601,13,5,140.66,0.07,654.07
1447,478,2024-01-16,4269,230,4,195.2,0.1,702.72
1448,479,2023-12-22,3771,168,3,63.91,0.11,170.64
1449,479,2023-12-22,3771,411,5,525.38,0.18,2154.06
1450,479,2023-12-22,3771,453,4,594.24,0.23,1830.26
1451,479,2023-12-22,3771,222,5,77.9,0.01,385.61
1452,479,2023-12-22,3771,400,5,443.81,0.22,1730.86
1453,480,2024-06-02,4640,496,2,99.41,0.28,143.15
1454,481,2023-12-05,3096,375,3,452.76,0.04,1303.95
1455,481,2023-12-05,3096,391,2,397.95,0.03,772.02
1456,481,2023-12-05,3096,197,3,840.37,0.12,2218.58
1457,481,2023-12-05,3096,22,1,140.39,0.09,127.75
1458,482,2023-07-19,1090,292,2,134.18,0.13,233.47
1459,482,2023-07-19,1090,423,2,463.68,0.13,806.8
1460,482,2023-07-19,1090,291,3,822.75,0.3,1727.77
1461,482,2023-07-19,1090,108,1,483.19,0.3,338.23
1462,483,2023-02-08,1339,373,4,767.73,0.24,2333.9
1463,483,2023-02-08,1339,113,4,249.53,0.27,728.63
1464,483,2023-02-08,1339,85,4,455.23,0.03,1766.29
1465,484,2023-12-17,3766,373,3,767.73,0.26,1704.36
1466,484,2023-12-17,3766,490,3,305.13,0.17,759.77
1467,484,2023-12-17,3766,281,3,629.11,0.19,1528.74
1468,484,2023-12-17,3766,168,5,63.91,0.05,303.57
1469,484,2023-12-17,3766,350,5,689.97,0.16,2897.87
1470,485,2024-08-31,2286,116,1,200.7,0.13,174.61
1471,485,2024-08-31,2286,140,3,147.09,0.28,317.71
1472,486,2024-05-25,2463,27,5,436.19,0.09,1984.66
1473,486,2024-05-25,2463,442,3,719.73,0.03,2094.41
1474,486,2024-05-25,2463,76,5,843.33,0.07,3921.48
1475,486,2024-05-25,2463,402,2,438.49,0.26,648.97
1476,487,2024-04-20,2038,475,1,140.0,0.21,110.6
1477,487,2024-04-20,2038,259,3,457.91,0.12,1208.88
1478,488,2024-03-05,3276,170,3,336.65,0.02,989.75
1479,488,2024-03-05,3276,84,5,270.43,0.14,1162.85
1480,488,2024-03-05,3276,476,1,28.42,0.23,21.88
1481,488,2024-03-05,3276,475,1,140.0,0.13,121.8
1482,488,2024-03-05,3276,418,4,786.95,0.05,2990.41
1483,489,2023-02-01,3877,481,3,253.19,0.04,729.19
1484,489,2023-02-01,3877,121,4,679.84,0.26,2012.33
1485,489,2023-02-01,3877,252,4,359.1,0.18,1177.85
1486,490,2024-03-16,3321,147,2,79.61,0.18,130.56
1487,490,2024-03-16,3321,85,3,455.23,0.05,1297.41
1488,491,2024-08-30,2680,437,1,232.3,0.03,225.33
1489,491,2024-08-30,2680,43,1,29.32,0.05,27.85
1490,491,2024-08-30,2680,220,4,369.99,0.27,1080.37
1491,491,2024-08-30,2680,479,2,839.9,0.3,1175.86
1492,492,2024-04-27,18,17,2,578.78,0.09,1053.38
1493,492,2024-04-27,18,432,3,32.5,0.2,78.0
1494,493,2024-11-13,2927,45,1,322.89,0.05,306.75
1495,493,2024-11-13,2927,159,3,550.92,0.03,1603.18
1496,493,2024-11-13,2927,299,1,480.93,0.3,336.65
1497,493,2024-11-13,2927,315,1,411.07,0.25,308.3
1498,493,2024-11-13,2927,99,2,311.7,0.27,455.08
1499,494,2023-04-21,4018,304,3,390.72,0.18,961.17
1500,494,2023-04-21,4018,270,1,194.78,0.25,146.09
1501,494,2023-04-21,4018,146,2,618.78,0.02,1212.81
1502,495,2023-09-24,4966,330,5,324.22,0.03,1572.47
1503,495,2023-09-24,4966,311,2,500.13,0.21,790.21
1504,496,2024-02-07,263,341,2,118.48,0.21,187.2
1505,496,2024-02-07,263,415,4,136.02,0.11,484.23
1506,496,2024-02-07,263,261,3,566.14,0.09,1545.56
1507,497,2024-03-04,3286,407,3,314.33,0.2,754.39
1508,497,2024-03-04,3286,108,2,483.19,0.14,831.09
1509,498,2023-02-07,1272,31,5,448.04,0.26,1657.75
1510,499,2023-04-21,1210,65,2,651.39,0.22,1016.17
1511,499,2023-04-21,1210,145,3,456.62,0.21,1082.19
1512,499,2023-04-21,1210,297,2,135.79,0.22,211.83
1513,499,2023-04-21,1210,223,4,136.31,0.04,523.43
1514,500,2024-08-24,4523,480,2,174.63,0.27,254.96
1515,500,2024-08-24,4523,336,1,557.58,0.11,496.25
1516,500,2024-08-24,4523,201,2,22.15,0.1,39.87
1517,501,2023-02-02,401,200,2,601.89,0.24,914.87
1518,501,2023-02-02,401,238,4,118.91,0.24,361.49
1519,501,2023-02-02,401,442,3,719.73,0.13,1878.5
1520,502,2024-12-25,2679,338,3,203.08,0.29,432.56
1521,502,2024-12-25,2679,385,5,262.11,0.26,969.81
1522,502,2024-12-25,2679,95,1,522.03,0.26,386.3
1523,502,2024-12-25,2679,85,3,455.23,0.12,1201.81
1524,503,2023-12-09,3989,22,2,140.39,0.07,261.13
1525,503,2023-12-09,3989,310,4,613.99,0.29,1743.73
1526,504,2023-07-04,1657,20,1,13.53,0.19,10.96
1527,504,2023-07-04,1657,365,3,33.85,0.24,77.18
1528,504,2023-07-04,1657,191,3,713.38,0.0,2140.14
1529,504,2023-07-04,1657,248,5,59.46,0.06,279.46
1530,505,2023-12-07,1211,141,5,805.78,0.12,3545.43
1531,505,2023-12-07,1211,271,5,38.43,0.18,157.56
1532,505,2023-12-07,1211,314,2,895.22,0.13,1557.68
1533,505,2023-12-07,1211,487,1,89.08,0.14,76.61
1534,505,2023-12-07,1211,369,5,281.13,0.16,1180.75
1535,506,2024-04-12,4414,146,3,618.78,0.01,1837.78
1536,507,2024-10-04,4828,243,4,308.92,0.28,889.69
1537,508,2024-08-08,4987,473,3,720.04,0.25,1620.09
1538,508,2024-08-08,4987,115,4,433.27,0.08,1594.43
1539,509,2023-08-23,318,131,4,524.62,0.08,1930.6
1540,509,2023-08-23,318,272,2,657.68,0.01,1302.21
1541,509,2023-08-23,318,488,4,88.48,0.07,329.15
1542,509,2023-08-23,318,2,4,698.75,0.01,2767.05
1543,509,2023-08-23,318,39,3,504.76,0.16,1272.0
1544,510,2024-03-02,4478,257,3,66.29,0.23,153.13
1545,511,2024-05-23,420,110,5,681.6,0.2,2726.4
1546,511,2024-05-23,420,148,1,594.46,0.26,439.9
1547,511,2024-05-23,420,474,4,557.84,0.17,1852.03
1548,511,2024-05-23,420,169,2,499.1,0.16,838.49
1549,511,2024-05-23,420,103,1,109.61,0.21,86.59
1550,512,2023-12-03,653,485,4,536.99,0.01,2126.48
1551,512,2023-12-03,653,67,3,845.92,0.05,2410.87
1552,513,2024-11-18,2395,213,2,953.94,0.27,1392.75
1553,513,2024-11-18,2395,105,2,592.11,0.11,1053.96
1554,513,2024-11-18,2395,392,3,621.64,0.09,1697.08
1555,514,2024-12-09,4443,328,1,535.57,0.02,524.86
1556,514,2024-12-09,4443,80,1,305.36,0.26,225.97
1557,514,2024-12-09,4443,2,2,698.75,0.02,1369.55
1558,514,2024-12-09,4443,395,3,977.93,0.29,2082.99
1559,514,2024-12-09,4443,59,4,402.03,0.1,1447.31
1560,515,2024-07-01,4100,262,1,862.92,0.14,742.11
1561,515,2024-07-01,4100,315,3,411.07,0.24,937.24
1562,515,2024-07-01,4100,183,1,192.46,0.11,171.29
1563,515,2024-07-01,4100,199,2,200.82,0.16,337.38
1564,516,2023-01-19,2051,412,1,61.3,0.3,42.91
1565,516,2023-01-19,2051,84,2,270.43,0.1,486.77
1566,516,2023-01-19,2051,268,5,257.51,0.06,1210.3
1567,516,2023-01-19,2051,474,3,557.84,0.01,1656.78
1568,516,2023-01-19,2051,437,4,232.3,0.24,706.19
1569,517,2023-04-17,3543,398,4,655.31,0.06,2463.97
1570,517,2023-04-17,3543,98,5,539.93,0.19,2186.72
1571,517,2023-04-17,3543,397,5,773.23,0.22,3015.6
1572,517,2023-04-17,3543,35,2,313.64,0.25,470.46
1573,517,2023-04-17,3543,479,4,839.9,0.17,2788.47
1574,518,2024-02-01,3751,329,3,151.98,0.06,428.58
1575,518,2024-02-01,3751,22,1,140.39,0.14,120.74
1576,518,2024-02-01,3751,2,5,698.75,0.11,3109.44
1577,519,2024-10-26,3052,213,1,953.94,0.29,677.3
1578,519,2024-10-26,3052,442,4,719.73,0.03,2792.55
1579,519,2024-10-26,3052,432,1,32.5,0.18,26.65
1580,520,2023-04-30,4600,70,4,560.0,0.15,1904.0
1581,520,2023-04-30,4600,283,3,665.5,0.04,1916.64
1582,520,2023-04-30,4600,416,1,204.45,0.24,155.38
1583,520,2023-04-30,4600,327,3,291.6,0.07,813.56
1584,520,2023-04-30,4600,275,4,632.91,0.09,2303.79
1585,521,2023-02-26,874,341,2,118.48,0.21,187.2
1586,521,2023-02-26,874,418,4,786.95,0.3,2203.46
1587,521,2023-02-26,874,144,3,378.95,0.25,852.64
1588,522,2024-06-27,610,39,4,504.76,0.09,1837.33
1589,522,2024-06-27,610,154,4,275.44,0.01,1090.74
1590,522,2024-06-27,610,146,3,618.78,0.06,1744.96
1591,523,2023-05-21,763,309,5,457.19,0.26,1691.6
1592,523,2023-05-21,763,186,1,425.94,0.03,413.16
1593,523,2023-05-21,763,136,3,378.87,0.1,1022.95
1594,523,2023-05-21,763,64,2,659.57,0.17,1094.89
1595,523,2023-05-21,763,299,1,480.93,0.07,447.26
1596,524,2023-11-15,2266,387,5,254.02,0.27,927.17
1597,524,2023-11-15,2266,41,5,21.83,0.28,78.59
1598,524,2023-11-15,2266,446,5,87.89,0.09,399.9
1599,524,2023-11-15,2266,283,3,665.5,0.03,1936.61
1600,524,2023-11-15,2266,207,1,98.11,0.09,89.28
1601,525,2023-04-06,3443,138,1,493.83,0.04,474.08
1602,525,2023-04-06,3443,49,5,867.67,0.0,4338.35
1603,525,2023-04-06,3443,457,4,704.37,0.01,2789.31
1604,526,2024-02-20,2959,55,3,699.72,0.05,1994.2
1605,526,2024-02-20,2959,482,5,675.32,0.27,2464.92
1606,526,2024-02-20,2959,127,1,165.46,0.1,148.91
1607,526,2024-02-20,2959,95,5,522.03,0.21,2062.02
1608,526,2024-02-20,2959,54,1,680.34,0.14,585.09
1609,527,2023-06-23,1038,123,4,376.28,0.0,1505.12
1610,527,2023-06-23,1038,268,3,257.51,0.17,641.2
1611,527,2023-06-23,1038,374,2,673.76,0.15,1145.39
1612,527,2023-06-23,1038,122,1,186.14,0.13,161.94
1613,527,2023-06-23,1038,314,4,895.22,0.06,3366.03
1614,528,2023-10-27,4324,70,4,560.0,0.29,1590.4
1615,528,2023-10-27,4324,211,5,365.01,0.09,1660.8
1616,528,2023-10-27,4324,128,5,19.64,0.26,72.67
1617,529,2024-12-24,1022,131,5,524.62,0.15,2229.63
1618,529,2024-12-24,1022,59,4,402.03,0.18,1318.66
1619,529,2024-12-24,1022,383,3,468.9,0.21,1111.29
1620,529,2024-12-24,1022,296,2,77.4,0.24,117.65
1621,530,2023-05-03,4754,68,1,61.48,0.07,57.18
1622,530,2023-05-03,4754,128,1,19.64,0.22,15.32
1623,531,2023-05-17,3234,142,1,426.53,0.17,354.02
1624,531,2023-05-17,3234,334,2,492.13,0.22,767.72
1625,532,2024-02-28,113,175,2,303.37,0.13,527.86
1626,533,2024-10-25,1205,445,3,432.8,0.1,1168.56
1627,534,2024-01-23,3368,349,3,427.42,0.13,1115.57
1628,534,2024-01-23,3368,104,2,386.33,0.06,726.3
1629,534,2024-01-23,3368,181,2,394.99,0.26,584.59
1630,534,2024-01-23,3368,440,2,807.72,0.15,1373.12
1631,534,2024-01-23,3368,486,3,124.97,0.13,326.17
1632,535,2023-01-04,2066,238,2,118.91,0.02,233.06
1633,535,2023-01-04,2066,456,1,362.01,0.22,282.37
1634,535,2023-01-04,2066,269,3,586.16,0.06,1652.97
1635,535,2023-01-04,2066,57,3,834.46,0.04,2403.24
1636,536,2023-07-01,2289,394,1,177.76,0.14,152.87
1637,536,2023-07-01,2289,391,5,397.95,0.02,1949.95
1638,536,2023-07-01,2289,233,3,273.34,0.09,746.22
1639,536,2023-07-01,2289,115,4,433.27,0.06,1629.1
1640,537,2024-05-03,2258,139,2,413.59,0.14,711.37
1641,537,2024-05-03,2258,225,2,695.01,0.01,1376.12
1642,537,2024-05-03,2258,121,4,679.84,0.12,2393.04
1643,537,2024-05-03,2258,486,5,124.97,0.15,531.12
1644,538,2023-04-23,1186,370,3,63.63,0.16,160.35
1645,538,2023-04-23,1186,354,1,524.68,0.08,482.71
1646,538,2023-04-23,1186,338,5,203.08,0.24,771.7
1647,539,2023-01-21,3308,291,1,822.75,0.07,765.16
1648,540,2023-09-16,2317,388,5,61.8,0.26,228.66
1649,540,2023-09-16,2317,295,5,459.12,0.28,1652.83
1650,541,2024-06-25,4072,77,1,713.02,0.1,641.72
1651,542,2024-03-05,4538,175,1,303.37,0.14,260.9
1652,542,2024-03-05,4538,96,1,579.24,0.22,451.81
1653,542,2024-03-05,4538,370,4,63.63,0.08,234.16
1654,542,2024-03-05,4538,412,3,61.3,0.18,150.8
1655,542,2024-03-05,4538,322,4,515.2,0.2,1648.64
1656,543,2024-08-01,4929,183,1,192.46,0.11,171.29
1657,543,2024-08-01,4929,320,2,863.49,0.27,1260.7
1658,543,2024-08-01,4929,167,1,132.18,0.26,97.81
1659,543,2024-08-01,4929,183,4,192.46,0.23,592.78
1660,543,2024-08-01,4929,273,3,454.43,0.15,1158.8
1661,544,2024-07-29,3530,354,1,524.68,0.03,508.94
1662,545,2023-08-25,1123,444,1,315.37,0.06,296.45
1663,545,2023-08-25,1123,212,5,120.36,0.3,421.26
1664,545,2023-08-25,1123,38,1,926.24,0.2,740.99
1665,545,2023-08-25,1123,500,5,440.12,0.13,1914.52
1666,546,2023-08-15,1112,112,3,739.91,0.03,2153.14
1667,546,2023-08-15,1112,132,1,384.65,0.28,276.95
1668,547,2023-05-04,3352,330,5,324.22,0.27,1183.4
1669,547,2023-05-04,3352,458,2,394.17,0.03,764.69
1670,547,2023-05-04,3352,473,2,720.04,0.18,1180.87
1671,548,2023-09-14,767,275,2,632.91,0.01,1253.16
1672,548,2023-09-14,767,353,3,28.61,0.16,72.1
1673,548,2023-09-14,767,337,1,57.98,0.28,41.75
1674,548,2023-09-14,767,251,2,249.1,0.24,378.63
1675,548,2023-09-14,767,455,3,585.24,0.03,1703.05
1676,549,2024-08-19,4127,474,5,557.84,0.08,2566.06
1677,549,2024-08-19,4127,219,3,536.26,0.28,1158.32
1678,550,2024-07-23,3706,14,1,415.29,0.29,294.86
1679,550,2024-07-23,3706,293,1,250.88,0.2,200.7
1680,551,2023-06-26,1578,120,1,371.07,0.22,289.43
1681,551,2023-06-26,1578,101,2,207.93,0.06,390.91
1682,552,2024-04-16,2417,339,4,938.52,0.07,3491.29
1683,553,2023-02-02,1102,372,2,21.02,0.11,37.42
1684,554,2024-12-04,2455,79,1,75.13,0.25,56.35
1685,554,2024-12-04,2455,82,4,117.33,0.11,417.69
1686,554,2024-12-04,2455,88,3,828.78,0.01,2461.48
1687,554,2024-12-04,2455,90,4,765.9,0.03,2971.69
1688,555,2023-08-05,1291,79,4,75.13,0.03,291.5
1689,556,2024-12-17,1879,137,5,529.24,0.21,2090.5
1690,556,2024-12-17,1879,453,5,594.24,0.28,2139.26
1691,557,2024-08-22,4848,454,4,473.44,0.05,1799.07
1692,557,2024-08-22,4848,305,5,130.77,0.2,523.08
1693,557,2024-08-22,4848,111,4,777.58,0.13,2705.98
1694,558,2023-10-13,3647,134,5,162.89,0.06,765.58
1695,558,2023-10-13,3647,376,1,720.15,0.06,676.94
1696,558,2023-10-13,3647,152,4,231.36,0.23,712.59
1697,559,2023-04-04,3809,60,2,204.96,0.27,299.24
1698,559,2023-04-04,3809,118,5,536.92,0.28,1932.91
1699,559,2023-04-04,3809,58,5,143.79,0.14,618.3
1700,559,2023-04-04,3809,466,5,691.84,0.21,2732.77
1701,559,2023-04-04,3809,419,2,69.15,0.02,135.53
1702,560,2024-07-05,1473,410,2,126.52,0.07,235.33
1703,560,2024-07-05,1473,26,5,263.44,0.26,974.73
1704,561,2023-03-17,4454,276,5,89.61,0.03,434.61
1705,561,2023-03-17,4454,269,5,586.16,0.03,2842.88
1706,562,2023-12-07,2140,70,2,560.0,0.01,1108.8
1707,562,2023-12-07,2140,252,2,359.1,0.04,689.47
1708,562,2023-12-07,2140,405,2,613.12,0.21,968.73
1709,562,2023-12-07,2140,46,5,453.32,0.04,2175.94
1710,562,2023-12-07,2140,227,1,566.36,0.13,492.73
1711,563,2023-03-24,4479,236,2,95.31,0.2,152.5
1712,563,2023-03-24,4479,434,3,246.71,0.01,732.73
1713,563,2023-03-24,4479,392,1,621.64,0.23,478.66
1714,564,2023-02-01,199,166,2,613.43,0.23,944.68
1715,565,2023-03-25,4800,353,2,28.61,0.14,49.21
1716,566,2024-03-25,805,332,3,330.41,0.02,971.41
1717,566,2024-03-25,805,323,5,357.89,0.01,1771.56
1718,566,2024-03-25,805,77,3,713.02,0.09,1946.54
1719,566,2024-03-25,805,345,1,36.99,0.24,28.11
1720,566,2024-03-25,805,259,3,457.91,0.23,1057.77
1721,567,2023-06-13,2137,280,2,191.01,0.18,313.26
1722,568,2024-07-06,4722,148,4,594.46,0.16,1997.39
1723,568,2024-07-06,4722,394,1,177.76,0.05,168.87
1724,568,2024-07-06,4722,423,3,463.68,0.15,1182.38
1725,568,2024-07-06,4722,404,1,581.77,0.09,529.41
1726,569,2023-02-11,3842,223,4,136.31,0.01,539.79
1727,569,2023-02-11,3842,307,1,153.41,0.0,153.41
1728,569,2023-02-11,3842,134,2,162.89,0.11,289.94
1729,569,2023-02-11,3842,326,3,219.13,0.03,637.67
1730,569,2023-02-11,3842,371,5,47.0,0.08,216.2
1731,570,2024-02-19,1229,289,1,163.29,0.07,151.86
1732,570,2024-02-19,1229,77,3,713.02,0.15,1818.2
1733,570,2024-02-19,1229,165,3,317.26,0.2,761.42
1734,570,2024-02-19,1229,188,3,606.77,0.25,1365.23
1735,571,2024-01-20,4726,283,1,665.5,0.19,539.06
1736,572,2024-02-21,435,124,4,402.81,0.18,1321.22
1737,572,2024-02-21,435,315,5,411.07,0.14,1767.6
1738,573,2023-01-18,2909,399,5,598.68,0.06,2813.8
1739,573,2023-01-18,2909,34,1,92.95,0.08,85.51
1740,573,2023-01-18,2909,25,1,195.22,0.26,144.46
1741,573,2023-01-18,2909,130,5,418.92,0.04,2010.82
1742,573,2023-01-18,2909,285,5,230.22,0.22,897.86
1743,574,2024-10-02,2144,493,2,500.11,0.16,840.18
1744,574,2024-10-02,2144,243,4,308.92,0.26,914.4
1745,574,2024-10-02,2144,128,5,19.64,0.06,92.31
1746,575,2024-06-25,1538,205,3,360.83,0.07,1006.72
1747,576,2023-05-25,537,317,3,144.96,0.22,339.21
1748,576,2023-05-25,537,268,5,257.51,0.19,1042.92
1749,576,2023-05-25,537,342,3,238.06,0.12,628.48
1750,576,2023-05-25,537,82,1,117.33,0.07,109.12
1751,577,2023-05-14,3439,370,5,63.63,0.13,276.79
1752,577,2023-05-14,3439,54,3,680.34,0.29,1449.12
1753,577,2023-05-14,3439,129,1,91.59,0.14,78.77
1754,578,2024-02-04,335,485,4,536.99,0.05,2040.56
1755,578,2024-02-04,335,485,3,536.99,0.23,1240.45
1756,578,2024-02-04,335,444,1,315.37,0.06,296.45
1757,579,2024-11-22,1877,175,5,303.37,0.2,1213.48
1758,579,2024-11-22,1877,151,2,38.2,0.29,54.24
1759,579,2024-11-22,1877,467,1,179.1,0.2,143.28
1760,580,2024-01-22,3849,211,3,365.01,0.26,810.32
1761,580,2024-01-22,3849,263,5,360.87,0.29,1281.09
1762,580,2024-01-22,3849,272,5,657.68,0.27,2400.53
1763,581,2023-08-20,185,189,2,678.71,0.17,1126.66
1764,582,2024-06-15,4104,426,3,209.66,0.1,566.08
1765,582,2024-06-15,4104,498,2,20.15,0.14,34.66
1766,583,2024-11-20,505,20,3,13.53,0.21,32.07
1767,583,2024-11-20,505,30,3,296.41,0.07,826.98
1768,583,2024-11-20,505,470,2,301.85,0.06,567.48
1769,584,2023-07-18,2909,132,5,384.65,0.09,1750.16
1770,584,2023-07-18,2909,363,1,443.15,0.12,389.97
1771,584,2023-07-18,2909,114,2,20.29,0.24,30.84
1772,584,2023-07-18,2909,47,1,969.71,0.21,766.07
1773,584,2023-07-18,2909,233,5,273.34,0.14,1175.36
1774,585,2024-07-11,1014,311,2,500.13,0.07,930.24
1775,586,2024-10-08,749,253,2,170.5,0.04,327.36
1776,586,2024-10-08,749,330,3,324.22,0.3,680.86
1777,587,2024-02-21,322,371,1,47.0,0.29,33.37
1778,588,2024-05-23,4137,200,1,601.89,0.14,517.63
1779,588,2024-05-23,4137,257,4,66.29,0.23,204.17
1780,588,2024-05-23,4137,369,5,281.13,0.27,1026.12
1781,589,2023-07-09,88,421,1,112.75,0.3,78.92
1782,589,2023-07-09,88,16,5,105.35,0.03,510.95
1783,590,2023-04-25,3400,66,5,95.25,0.16,400.05
1784,590,2023-04-25,3400,7,2,603.71,0.21,953.86
1785,590,2023-04-25,3400,171,4,906.99,0.19,2938.65
1786,590,2023-04-25,3400,255,3,934.61,0.22,2186.99
1787,590,2023-04-25,3400,422,5,276.42,0.04,1326.82
1788,591,2023-01-04,3404,349,2,427.42,0.12,752.26
1789,591,2023-01-04,3404,313,3,69.51,0.04,200.19
1790,591,2023-01-04,3404,30,1,296.41,0.09,269.73
1791,591,2023-01-04,3404,37,1,449.79,0.26,332.84
1792,591,2023-01-04,3404,328,5,535.57,0.09,2436.84
1793,592,2023-10-27,4418,119,4,881.06,0.16,2960.36
1794,592,2023-10-27,4418,176,1,404.88,0.18,332.0
1795,593,2023-07-19,3337,418,2,786.95,0.28,1133.21
1796,593,2023-07-19,3337,311,5,500.13,0.15,2125.55
1797,594,2023-09-03,603,141,3,805.78,0.1,2175.61
1798,594,2023-09-03,603,40,1,926.26,0.08,852.16
1799,594,2023-09-03,603,19,3,17.55,0.04,50.54
1800,594,2023-09-03,603,275,4,632.91,0.28,1822.78
1801,595,2024-01-11,352,399,3,598.68,0.07,1670.32
1802,596,2024-03-14,3240,495,1,568.16,0.16,477.25
1803,596,2024-03-14,3240,50,1,197.56,0.22,154.1
1804,596,2024-03-14,3240,219,1,536.26,0.28,386.11
1805,596,2024-03-14,3240,484,2,66.61,0.26,98.58
1806,597,2024-06-16,454,185,4,232.26,0.12,817.56
1807,597,2024-06-16,454,312,1,117.59,0.25,88.19
1808,598,2024-01-31,224,351,4,80.52,0.02,315.64
1809,598,2024-01-31,224,482,2,675.32,0.03,1310.12
1810,599,2023-08-12,1438,460,3,365.82,0.11,976.74
1811,599,2023-08-12,1438,419,4,69.15,0.15,235.11
1812,599,2023-08-12,1438,94,4,576.82,0.17,1915.04
1813,600,2024-10-03,3977,218,5,105.93,0.19,429.02
1814,600,2024-10-03,3977,74,5,793.37,0.06,3728.84
1815,600,2024-10-03,3977,269,3,586.16,0.09,1600.22
1816,600,2024-10-03,3977,494,1,118.53,0.03,114.97
1817,601,2024-07-21,2491,407,5,314.33,0.3,1100.15
1818,602,2023-12-17,1590,122,4,186.14,0.26,550.97
1819,602,2023-12-17,1590,468,5,669.32,0.22,2610.35
1820,602,2023-12-17,1590,271,2,38.43,0.12,67.64
1821,603,2023-08-28,1737,315,1,411.07,0.02,402.85
1822,603,2023-08-28,1737,342,3,238.06,0.14,614.19
1823,603,2023-08-28,1737,356,1,661.12,0.18,542.12
1824,604,2024-06-03,390,290,5,398.28,0.21,1573.21
1825,604,2024-06-03,390,412,3,61.3,0.09,167.35
1826,604,2024-06-03,390,94,1,576.82,0.21,455.69
1827,605,2023-09-19,3712,414,2,103.23,0.12,181.68
1828,605,2023-09-19,3712,307,5,153.41,0.19,621.31
1829,605,2023-09-19,3712,321,4,749.21,0.23,2307.57
1830,605,2023-09-19,3712,294,4,95.84,0.26,283.69
1831,605,2023-09-19,3712,337,3,57.98,0.25,130.45
1832,606,2024-09-06,4954,46,5,453.32,0.09,2062.61
1833,606,2024-09-06,4954,275,3,632.91,0.17,1575.95
1834,606,2024-09-06,4954,327,5,291.6,0.07,1355.94
1835,606,2024-09-06,4954,170,5,336.65,0.03,1632.75
1836,607,2024-05-27,175,292,5,134.18,0.24,509.88
1837,607,2024-05-27,175,439,2,288.3,0.29,409.39
1838,607,2024-05-27,175,456,2,362.01,0.03,702.3
1839,608,2023-10-29,1828,398,4,655.31,0.12,2306.69
1840,608,2023-10-29,1828,287,1,366.34,0.12,322.38
1841,609,2024-07-25,189,80,4,305.36,0.19,989.37
1842,609,2024-07-25,189,235,4,445.63,0.29,1265.59
1843,609,2024-07-25,189,16,4,105.35,0.05,400.33
1844,609,2024-07-25,189,111,3,777.58,0.17,1936.17
1845,610,2024-06-16,1869,113,3,249.53,0.2,598.87
1846,610,2024-06-16,1869,309,3,457.19,0.2,1097.26
1847,610,2024-06-16,1869,461,5,308.73,0.04,1481.9
1848,610,2024-06-16,1869,460,5,365.82,0.23,1408.41
1849,610,2024-06-16,1869,429,3,242.41,0.25,545.42
